[ 2016-11-24T00:40:26+08:00 ] http://m.baidu.com/?rands=_1765871530026683563511552 | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:50:00+08:00 ] /index.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.003036s ]
[ 2016-11-24T21:50:00+08:00 ] /index.php/User | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:50:00+08:00 ] /index.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002178s ]
[ 2016-11-24T21:50:00+08:00 ] /index.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002283s ]
[ 2016-11-24T21:50:01+08:00 ] /index.php/User | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:50:01+08:00 ] /index.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.002473s ]
[ 2016-11-24T21:50:01+08:00 ] /index.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.002599s ]
[ 2016-11-24T21:50:01+08:00 ] /index.php/User | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:50:01+08:00 ] /index.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.021001s ]
[ 2016-11-24T21:50:01+08:00 ] /index.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021111s ]
[ 2016-11-24T21:50:01+08:00 ] /index.php/User | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:50:01+08:00 ] /index.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.001802s ]
[ 2016-11-24T21:50:01+08:00 ] /index.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.001870s ]
[ 2016-11-24T21:50:01+08:00 ] /index.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001521s ]
[ 2016-11-24T21:50:01+08:00 ] /index.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.001968s ]
[ 2016-11-24T21:50:01+08:00 ] /index.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007450s ]
[ 2016-11-24T21:50:01+08:00 ] /index.php/User | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:50:01+08:00 ] /index.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.001988s ]
[ 2016-11-24T21:50:01+08:00 ] /index.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.002088s ]
[ 2016-11-24T21:50:20+08:00 ] /index.php/User | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:50:20+08:00 ] /index.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.002316s ]
[ 2016-11-24T21:50:20+08:00 ] /index.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.002449s ]
[ 2016-11-24T21:50:20+08:00 ] /index.php/User | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:50:20+08:00 ] /index.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001656s ]
[ 2016-11-24T21:50:20+08:00 ] /index.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001762s ]
[ 2016-11-24T21:50:21+08:00 ] /index.php/User | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:50:21+08:00 ] /index.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.002005s ]
[ 2016-11-24T21:50:21+08:00 ] /index.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.002137s ]
[ 2016-11-24T21:50:21+08:00 ] /index.php/User | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:50:21+08:00 ] /index.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.018546s ]
[ 2016-11-24T21:50:21+08:00 ] /index.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018658s ]
[ 2016-11-24T21:50:21+08:00 ] /index.php/User | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:50:21+08:00 ] /index.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.001209s ]
[ 2016-11-24T21:50:21+08:00 ] /index.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.001340s ]
[ 2016-11-24T21:50:21+08:00 ] /index.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001002s ]
[ 2016-11-24T21:50:21+08:00 ] /index.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.001435s ]
[ 2016-11-24T21:50:21+08:00 ] /index.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005273s ]
[ 2016-11-24T21:50:21+08:00 ] /index.php/User | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:50:21+08:00 ] /index.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.001978s ]
[ 2016-11-24T21:50:21+08:00 ] /index.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.002081s ]
[ 2016-11-24T21:50:32+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:50:32+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run CheckRoute Behavior [ RunTime:0.002844s ]
[ 2016-11-24T21:50:32+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002975s ]
[ 2016-11-24T21:50:32+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:50:32+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002192s ]
[ 2016-11-24T21:50:32+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002296s ]
[ 2016-11-24T21:50:34+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:50:34+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run LocationTemplate Behavior [ RunTime:0.002751s ]
[ 2016-11-24T21:50:34+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002881s ]
[ 2016-11-24T21:50:34+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:50:34+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run ParseTemplate Behavior [ RunTime:0.021134s ]
[ 2016-11-24T21:50:34+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021246s ]
[ 2016-11-24T21:50:34+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:50:34+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run ContentReplace Behavior [ RunTime:0.001732s ]
[ 2016-11-24T21:50:34+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run TokenBuild Behavior [ RunTime:0.001876s ]
[ 2016-11-24T21:50:34+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001519s ]
[ 2016-11-24T21:50:34+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run ShowRuntime Behavior [ RunTime:0.002169s ]
[ 2016-11-24T21:50:34+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007583s ]
[ 2016-11-24T21:50:34+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:50:34+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001992s ]
[ 2016-11-24T21:50:34+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002093s ]
[ 2016-11-24T21:50:35+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=1dc1157d34e00e0ed10c45cd610a42e0_dc6fdaf06c502ffe5f85e3e58ea8395c | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:50:35+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=1dc1157d34e00e0ed10c45cd610a42e0_dc6fdaf06c502ffe5f85e3e58ea8395c | INFO: Run CheckRoute Behavior [ RunTime:0.002828s ]
[ 2016-11-24T21:50:35+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=1dc1157d34e00e0ed10c45cd610a42e0_dc6fdaf06c502ffe5f85e3e58ea8395c | INFO: Tag[ route_check ] --END-- [ RunTime:0.002956s ]
[ 2016-11-24T21:50:35+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=1dc1157d34e00e0ed10c45cd610a42e0_dc6fdaf06c502ffe5f85e3e58ea8395c | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:50:35+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=1dc1157d34e00e0ed10c45cd610a42e0_dc6fdaf06c502ffe5f85e3e58ea8395c | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002432s ]
[ 2016-11-24T21:50:35+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=1dc1157d34e00e0ed10c45cd610a42e0_dc6fdaf06c502ffe5f85e3e58ea8395c | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002536s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.002880s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.003018s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002242s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002347s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.002799s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002914s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.020228s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020340s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001777s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001904s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001616s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.002033s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007618s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.002060s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.002272s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login/verify | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login/verify | INFO: Run CheckRoute Behavior [ RunTime:0.002828s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login/verify | INFO: Tag[ route_check ] --END-- [ RunTime:0.002955s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login/verify | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login/verify | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002175s ]
[ 2016-11-24T21:50:37+08:00 ] /index.php/Login/verify | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002278s ]
[ 2016-11-24T21:50:46+08:00 ] /index.php/Login/verify?t=1479995436920 | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:50:46+08:00 ] /index.php/Login/verify?t=1479995436920 | INFO: Run CheckRoute Behavior [ RunTime:0.001752s ]
[ 2016-11-24T21:50:46+08:00 ] /index.php/Login/verify?t=1479995436920 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001885s ]
[ 2016-11-24T21:50:46+08:00 ] /index.php/Login/verify?t=1479995436920 | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:50:46+08:00 ] /index.php/Login/verify?t=1479995436920 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001081s ]
[ 2016-11-24T21:50:46+08:00 ] /index.php/Login/verify?t=1479995436920 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001184s ]
[ 2016-11-24T21:50:55+08:00 ] /index.php/Login/userCheck | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:50:55+08:00 ] /index.php/Login/userCheck | INFO: Run CheckRoute Behavior [ RunTime:0.002314s ]
[ 2016-11-24T21:50:55+08:00 ] /index.php/Login/userCheck | INFO: Tag[ route_check ] --END-- [ RunTime:0.002447s ]
[ 2016-11-24T21:50:55+08:00 ] /index.php/Login/userCheck | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:50:55+08:00 ] /index.php/Login/userCheck | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001664s ]
[ 2016-11-24T21:50:55+08:00 ] /index.php/Login/userCheck | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001773s ]
[ 2016-11-24T21:50:55+08:00 ] /index.php/Login/userCheck | NOTIC: [8] A session had already been started - ignoring session_start() LoginAction.class.php 第 10 行.
[ 2016-11-24T21:50:55+08:00 ] /index.php/User | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:50:55+08:00 ] /index.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.001736s ]
[ 2016-11-24T21:50:55+08:00 ] /index.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.001866s ]
[ 2016-11-24T21:50:55+08:00 ] /index.php/User | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:50:55+08:00 ] /index.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001075s ]
[ 2016-11-24T21:50:55+08:00 ] /index.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001180s ]
[ 2016-11-24T21:50:57+08:00 ] /index.php/User | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:50:57+08:00 ] /index.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.001986s ]
[ 2016-11-24T21:50:57+08:00 ] /index.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.002114s ]
[ 2016-11-24T21:50:57+08:00 ] /index.php/User | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:50:57+08:00 ] /index.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.018685s ]
[ 2016-11-24T21:50:57+08:00 ] /index.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018798s ]
[ 2016-11-24T21:50:57+08:00 ] /index.php/User | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:50:57+08:00 ] /index.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.001742s ]
[ 2016-11-24T21:50:57+08:00 ] /index.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.001867s ]
[ 2016-11-24T21:50:57+08:00 ] /index.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001523s ]
[ 2016-11-24T21:50:57+08:00 ] /index.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.001968s ]
[ 2016-11-24T21:50:57+08:00 ] /index.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007388s ]
[ 2016-11-24T21:50:57+08:00 ] /index.php/User | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:50:57+08:00 ] /index.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.001991s ]
[ 2016-11-24T21:50:57+08:00 ] /index.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.002093s ]
[ 2016-11-24T21:51:15+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:51:15+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run CheckRoute Behavior [ RunTime:0.002314s ]
[ 2016-11-24T21:51:15+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002447s ]
[ 2016-11-24T21:51:15+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:51:15+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001644s ]
[ 2016-11-24T21:51:15+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001749s ]
[ 2016-11-24T21:51:17+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:51:17+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run LocationTemplate Behavior [ RunTime:0.002038s ]
[ 2016-11-24T21:51:17+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002177s ]
[ 2016-11-24T21:51:17+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:51:17+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run ParseTemplate Behavior [ RunTime:0.020059s ]
[ 2016-11-24T21:51:17+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020172s ]
[ 2016-11-24T21:51:17+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:51:17+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run ContentReplace Behavior [ RunTime:0.001736s ]
[ 2016-11-24T21:51:17+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run TokenBuild Behavior [ RunTime:0.001867s ]
[ 2016-11-24T21:51:17+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001518s ]
[ 2016-11-24T21:51:17+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run ShowRuntime Behavior [ RunTime:0.002039s ]
[ 2016-11-24T21:51:17+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007450s ]
[ 2016-11-24T21:51:17+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_end ] --START--
[ 2016-11-24T21:51:17+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001984s ]
[ 2016-11-24T21:51:17+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002086s ]
[ 2016-11-24T21:52:46+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ route_check ] --START--
[ 2016-11-24T21:52:46+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run CheckRoute Behavior [ RunTime:0.002318s ]
[ 2016-11-24T21:52:46+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002446s ]
[ 2016-11-24T21:52:46+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ app_begin ] --START--
[ 2016-11-24T21:52:46+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001647s ]
[ 2016-11-24T21:52:46+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001751s ]
[ 2016-11-24T21:52:47+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_template ] --START--
[ 2016-11-24T21:52:47+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run LocationTemplate Behavior [ RunTime:0.002162s ]
[ 2016-11-24T21:52:47+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002290s ]
[ 2016-11-24T21:52:47+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_parse ] --START--
[ 2016-11-24T21:52:47+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run ParseTemplate Behavior [ RunTime:0.018969s ]
[ 2016-11-24T21:52:47+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019104s ]
[ 2016-11-24T21:52:47+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Tag[ view_filter ] --START--
[ 2016-11-24T21:52:47+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run ContentReplace Behavior [ RunTime:0.001298s ]
[ 2016-11-24T21:52:47+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run TokenBuild Behavior [ RunTime:0.001406s ]
[ 2016-11-24T21:52:47+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001585s ]
[ 2016-11-24T21:52:47+08:00 ] /index.php/User/index?date=2016-11-24&__hash__=eb2da82f0d86a90ff9b511e2a9656823_7cade5ddc2c2954d98584f2de8b45b06 | INFO: Run ShowRuntime Behavior [ RunTime:0.002034s ]
